,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,20.7,14.53,37.05,5.96,118.06,55.57,8.11,8.72,14.12,5.28,4.56,2.57,11.73
Expenses,15.64,10.78,28.79,4.69,100.95,52.4,6.75,7.27,13.53,6.55,2.56,4.34,6.47
Operating Profit,5.06,3.75,8.26,1.27,17.11,3.17,1.36,1.45,0.59,-1.27,2.0,-1.77,5.26
OPM %,24.44,25.81,22.29,21.31,14.49,5.7,16.77,16.63,4.18,-24.05,43.86,-68.87,44.84
Other Income,0.45,0.48,0.95,0.46,1.16,0.64,1.09,0.69,0.8,0.47,0.98,0.61,0.69
Interest,3.31,1.95,2.17,1.28,1.46,1.53,1.16,1.35,0.45,0.78,1.15,0.94,0.85
Depreciation,0.33,0.28,0.31,0.77,1.18,0.94,0.78,0.62,0.53,0.44,-0.82,0.55,0.52
Profit before tax,1.87,2.0,6.73,-0.32,15.63,1.34,0.51,0.17,0.41,-2.02,2.65,-2.65,4.58
Tax %,9.09,-2.5,2.38,-9.38,8.83,355.22,190.2,58.82,7.32,-1.49,86.42,-2.26,17.9
Net Profit,1.69,2.03,6.25,-0.36,14.17,-3.46,1.01,0.06,0.33,-2.18,-1.1,-3.26,6.62
EPS in Rs,2.29,2.75,8.46,-0.49,19.19,-4.69,1.37,0.08,0.45,-2.95,-1.49,-4.42,8.97
