,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,8,0,10,12,14,19,35,25,12,37
Cash from Investing Activity,-4,-20,-12,-13,-3,-12,-8,-1,-21,-19
Cash from Financing Activity,-4,21,4,1,-12,-5,-29,-23,9,-20
Net Cash Flow,0,2,1,0,-2,2,-2,0,1,-2
