,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.2,72.2,72.2,72.2,73.48,73.48,73.48,73.48
FIIs,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0
DIIs,0.06,0.06,0.01,0.01,0.01,0.01,0.0,0.0
Public,27.72,27.72,27.77,27.77,26.51,26.51,26.51,26.51
No. of Shareholders,5761.0,5999.0,4366.0,4190.0,4338.0,5161.0,4736.0,4828.0
