,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.0,-11.65,-7.49,1.57,-1.69,3.03,4.03
Cash from Investing Activity,0.0,-1.94,7.47,-0.47,0.04,-3.78,-1.84
Cash from Financing Activity,0.02,15.9,0.0,-1.23,0.37,0.5,-1.04
Net Cash Flow,0.01,2.31,-0.02,-0.13,-1.29,-0.25,1.15
