,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.42,4.35,26.31,13.74,13.53,6.28,1.78,0.8,1.5,-2.44,3.66,0.07,0.00
Expenses,1.18,4.45,25.53,13.39,13.04,6.01,1.48,0.76,1.41,-0.32,3.57,0.37,0.25
Operating Profit,-0.76,-0.1,0.78,0.35,0.49,0.27,0.3,0.04,0.09,-2.12,0.09,-0.3,-0.25
OPM %,-180.95,-2.3,2.96,2.55,3.62,4.3,16.85,5.0,6.0,,2.46,-428.57,
Other Income,0.15,0.15,0.17,0.04,0.25,0.12,0.27,0.21,0.2,0.18,0.23,0.32,0.03
Interest,0.08,0.08,0.18,0.21,0.21,0.19,0.17,0.13,0.12,0.13,0.12,0.07,0.07
Depreciation,0.07,0.03,0.05,0.06,0.06,0.06,0.06,0.11,0.11,0.11,-0.01,0.08,0.08
Profit before tax,-0.76,-0.06,0.72,0.12,0.47,0.14,0.34,0.01,0.06,-2.18,0.21,-0.13,-0.37
Tax %,25.0,33.33,-26.39,16.67,25.53,50.0,26.47,0.0,33.33,25.69,23.81,23.08,8.11
Net Profit,-0.58,-0.05,0.91,0.1,0.36,0.08,0.26,0.01,0.05,-1.62,0.15,-0.1,-0.34
EPS in Rs,-0.01,-0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,-0.02,0.0,-0.0,-0.01
