,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,8,10,15,19
Cash from Investing Activity,-5,-7,-9,-21,-29
Cash from Financing Activity,0,0,2,12,8
Net Cash Flow,0,1,3,6,-2
