,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,1,10,10
Reserves,2,3,9,16,41,47
Borrowings,4,4,5,17,2,9
Other Liabilities,5,8,8,8,4,6
Total Liabilities,11,15,22,42,57,72
Fixed Assets,6,0,14,26,40,46
CWIP,0,0,0,0,0,0
Investments,0,0,0,0,0,0
Other Assets,5,15,8,15,17,26
Total Assets,11,15,22,42,57,72
