,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,154.0,140,121,84,80
Inventory Days,,,,0,
Days Payable,,,,,
Cash Conversion Cycle,154.0,140,121,84,80
Working Capital Days,-55.0,-52,-85,-20,64
ROCE %,,40,36,43,35
