,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.25,0.67,2.98,2.98,2.98,3.35
Reserves,0.12,1.01,4.4,4.74,5.04,8.99
Borrowings,1.47,0.29,0.0,0.01,0.4,0.41
Other Liabilities,0.78,0.21,0.09,0.11,0.1,0.56
Total Liabilities,2.62,2.18,7.47,7.84,8.52,13.31
Fixed Assets,0.02,0.02,0.03,0.03,0.18,2.28
CWIP,0.0,0.0,0.0,0.0,2.31,4.33
Investments,0.65,0.0,0.0,0.0,2.04,0.0
Other Assets,1.95,2.16,7.44,7.81,3.99,6.7
Total Assets,2.62,2.18,7.47,7.84,8.52,13.31
