,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,12.16,10.34,14.2,17.91
Expenses,10.79,8.52,11.89,14.46
Operating Profit,1.37,1.82,2.31,3.45
OPM %,11.27,17.6,16.27,19.26
Other Income,0.05,0.1,0.05,0.58
Interest,0.37,0.36,0.31,0.31
Depreciation,0.76,0.81,0.8,0.78
Profit before tax,0.29,0.75,1.25,2.94
Tax %,37.93,29.33,40.0,36.39
Net Profit,0.17,0.54,0.74,1.87
EPS in Rs,0.17,0.53,0.73,1.84
