,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.48,11.62,20.29,14.06,17.01,19.38,18.94,17.3,22.24,12.19,22.72,18.31,19.35
Expenses,12.84,9.81,17.78,12.5,14.29,16.29,17.24,15.26,18.38,9.68,20.2,16.35,16.18
Operating Profit,2.64,1.81,2.51,1.56,2.72,3.09,1.7,2.04,3.86,2.51,2.52,1.96,3.17
OPM %,17.05,15.58,12.37,11.1,15.99,15.94,8.98,11.79,17.36,20.59,11.09,10.7,16.38
Other Income,0.33,0.34,0.27,0.27,0.25,0.17,0.64,0.19,0.19,0.13,0.34,0.37,0.41
Interest,0.1,0.04,0.09,0.03,0.07,0.09,0.03,0.02,0.02,0.04,0.07,0.04,0.03
Depreciation,0.2,0.2,0.19,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.13,0.13,0.13
Profit before tax,2.67,1.91,2.5,1.64,2.74,3.01,2.16,2.06,3.88,2.45,2.66,2.16,3.42
Tax %,27.72,27.75,26.0,28.05,27.74,27.91,12.5,25.24,25.0,25.31,28.2,25.0,26.61
Net Profit,1.93,1.38,1.85,1.19,1.98,2.17,1.89,1.55,2.91,1.84,1.91,1.62,2.51
EPS in Rs,3.35,2.4,3.21,2.07,3.44,3.77,3.28,2.69,5.05,3.2,3.32,2.81,4.36
