,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,11.02,19.05,17.12,19.37,30.26,28.4,25.25,30.62,28.76,26.58,16.83,19.43,19.42
Expenses,13.1,18.57,24.85,17.95,28.71,27.12,46.67,29.4,29.95,31.45,37.23,19.69,22.99
Operating Profit,-2.08,0.48,-7.73,1.42,1.55,1.28,-21.42,1.22,-1.19,-4.87,-20.4,-0.26,-3.57
OPM %,-18.87,2.52,-45.15,7.33,5.12,4.51,-84.83,3.98,-4.14,-18.32,-121.21,-1.34,-18.38
Other Income,0.0,0.0,0.31,0.05,0.36,0.16,-7.35,0.09,0.08,0.08,13.49,0.07,0.27
Interest,1.27,1.0,1.41,1.17,1.13,0.93,1.29,0.92,1.21,0.81,0.31,0.13,0.47
Depreciation,0.43,0.41,0.32,0.33,0.34,0.35,0.35,0.35,0.35,0.36,0.81,0.7,0.69
Profit before tax,-3.78,-0.93,-9.15,-0.03,0.44,0.16,-30.41,0.04,-2.67,-5.96,-8.03,-1.02,-4.46
Tax %,0.79,4.3,-0.33,-233.33,-6.82,0.0,0.07,25.0,0.75,-0.34,2.12,-8.82,3.36
Net Profit,-4.85,-2.88,-11.15,-0.34,-0.11,0.17,-34.75,0.02,-2.73,-5.89,-8.97,-1.31,-4.29
EPS in Rs,-1.77,-1.05,-4.07,-0.14,-0.02,0.06,-12.76,0.01,-1.05,-2.21,-2.98,-0.55,-1.52
