,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,58.94,58.94,58.94,58.94,58.94,58.94,58.94,58.94,58.94
FIIs,4.36,0.8,0.23,0.23,0.81,0.77,0.53,0.11,0.56
DIIs,7.6,3.41,2.63,2.6,2.33,2.64,2.57,2.21,2.72
Public,29.1,36.85,38.2,38.23,37.93,37.65,37.95,38.73,37.79
No. of Shareholders,42208.0,234408.0,245324.0,240329.0,222445.0,229015.0,232367.0,239911.0,258613.0
