,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,30.0,24.0,74.0,24.0,52.0,44.0,60.0,41.0,55.0,60.0,58.0,45.0,60.0
Expenses,20.0,21.0,43.0,18.0,36.0,32.0,43.0,30.0,40.0,45.0,44.0,34.0,44.0
Operating Profit,10.0,3.0,31.0,6.0,16.0,12.0,18.0,12.0,15.0,15.0,14.0,11.0,16.0
OPM %,34.0,14.0,42.0,26.0,30.0,28.0,29.0,28.0,27.0,25.0,24.0,24.0,27.0
Other Income,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0
Interest,4.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0
Depreciation,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Profit before tax,4.0,-2.0,25.0,2.0,11.0,9.0,14.0,10.0,13.0,14.0,10.0,8.0,14.0
Tax %,-1.0,9.0,29.0,35.0,24.0,25.0,28.0,25.0,28.0,27.0,9.0,24.0,25.0
Net Profit,4.0,-2.0,18.0,1.0,8.0,7.0,10.0,8.0,9.0,11.0,9.0,6.0,10.0
EPS in Rs,1.49,-0.77,5.98,0.32,2.17,1.8,2.67,1.93,2.32,2.69,2.27,1.59,2.59
