,2022-03-01,2023-03-01,2023-09-01
Promoters,58.94,58.94,58.94
FIIs,0.23,0.53,0.56
DIIs,2.63,2.57,2.72
Public,38.2,37.95,37.79
No. of Shareholders,245324.0,232367.0,258613.0
