,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,-2,4,13,49
Cash from Investing Activity,,,,-5,-6,-77,10
Cash from Financing Activity,,,,8,5,62,-45
Net Cash Flow,,,,1,3,-2,14
