,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,87.0,65,197,242,261,247,247
Inventory Days,294.0,204,281,304,483,299,323
Days Payable,187.0,107,232,135,100,69,87
Cash Conversion Cycle,194.0,162,246,412,645,477,482
Working Capital Days,142.0,87,198,313,462,394,339
ROCE %,,30,17,13,12,12,13
