,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,23.0,22,28,35,23,21,29
Inventory Days,52.0,106,74,97,119,64,116
Days Payable,8.0,17,3,16,3,8,4
Cash Conversion Cycle,67.0,111,99,116,140,77,141
Working Capital Days,46.0,76,68,89,106,48,128
ROCE %,,9,9,6,14,18,6
