,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,21.88,23.95,19.98,21.78,32.49,30.78,34.62,34.61,37.59,37.4,42.01,31.26,50.04
Expenses,19.5,16.12,24.8,24.95,31.86,17.51,30.72,33.95,36.21,41.02,38.38,37.69,46.65
Operating Profit,2.38,7.83,-4.82,-3.17,0.63,13.27,3.9,0.66,1.38,-3.62,3.63,-6.43,3.39
OPM %,10.88,32.69,-24.12,-14.55,1.94,43.11,11.27,1.91,3.67,-9.68,8.64,-20.57,6.77
Other Income,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.01,-0.1,-0.04,-0.23,-0.02,0.04
Interest,0.0,0.0,0.02,0.02,0.06,0.06,0.06,0.01,0.0,0.01,0.0,0.1,0.42
Depreciation,0.11,0.19,0.14,0.16,0.19,0.22,0.24,0.25,0.27,0.22,0.22,0.25,0.27
Profit before tax,2.27,7.64,-4.98,-3.35,0.36,12.99,3.6,0.41,1.01,-3.89,3.18,-6.8,2.74
Tax %,0.0,0.65,-3.01,-9.25,69.44,2.54,4.44,53.66,2.97,-1.8,5.35,-0.59,6.93
Net Profit,2.27,7.59,-5.14,-3.66,0.1,12.65,3.44,0.2,0.98,-3.96,3.0,-6.84,2.56
EPS in Rs,3.62,12.1,-8.19,-5.83,0.16,20.16,5.48,0.32,1.56,-6.31,4.78,-10.9,4.08
