,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.09,5.09,5.09,5.09,4.42,4.42,4.42,4.42,3.94,3.94,3.94,3.94,3.94
Reserves,17.84,21.25,23.87,28.33,35.89,41.82,43.81,45.34,44.62,45.22,48.05,50.25,50.88
Borrowings,0.45,1.02,3.38,0.75,0.46,0.16,0.0,0.0,0.62,0.46,0.35,0.3,0.23
Other Liabilities,4.49,3.72,3.45,4.02,5.1,3.54,2.88,2.5,2.71,3.27,4.27,3.54,4.72
Total Liabilities,27.87,31.08,35.79,38.19,45.87,49.94,51.11,52.26,51.89,52.89,56.61,58.03,59.77
Fixed Assets,4.98,6.66,5.65,5.72,4.97,4.68,6.14,5.72,13.79,12.84,12.56,11.89,11.73
CWIP,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,1.0,1.0,1.0,1.42,17.89,19.55,15.06,3.83,3.65,2.23,2.0,1.69
Other Assets,21.27,23.42,29.14,31.47,39.48,27.37,25.42,31.48,34.27,36.4,41.82,44.14,46.35
Total Assets,27.87,31.08,35.79,38.19,45.87,49.94,51.11,52.26,51.89,52.89,56.61,58.03,59.77
