,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,64.0,70,57,93,106,86,68
Inventory Days,39.0,42,57,86,160,124,152
Days Payable,70.0,66,56,94,148,136,68
Cash Conversion Cycle,33.0,46,58,86,118,73,152
Working Capital Days,38.0,46,58,84,126,80,118
ROCE %,,57,48,13,-4,18,46
