,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,13.6,13.6,13.6
Reserves,0.01,0.01,0.73,9.57,11.19,11.24
Borrowings,0.0,0.01,0.0,8.16,9.58,1.28
Other Liabilities,2.12,5.62,7.3,2.0,0.53,4.69
Total Liabilities,2.14,5.65,8.04,33.33,34.9,30.81
Fixed Assets,0.0,0.0,0.0,0.0,0.01,0.02
CWIP,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,2.14,5.65,8.04,33.33,34.89,30.79
Total Assets,2.14,5.65,8.04,33.33,34.9,30.81
