,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,56
Reserves,240,234,247,337,341
Borrowings,58,97,123,140,224
Other Liabilities,101,71,127,163,207
Total Liabilities,400,402,497,640,829
Fixed Assets,196,191,227,320,457
CWIP,1,3,4,7,2
Investments,0,0,0,2,1
Other Assets,203,208,267,311,369
Total Assets,400,402,497,640,829
