,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,30,30,30,30,30,30,30,30,30,30,30,30,30
Reserves,27,32,48,57,62,66,91,142,126,138,157,200,218
Borrowings,29,34,48,58,67,40,45,59,75,71,82,129,153
Other Liabilities,19,44,106,73,73,73,92,110,50,77,77,103,73
Total Liabilities,105,141,232,218,232,209,258,341,281,317,346,461,475
Fixed Assets,32,30,38,41,61,55,60,67,85,79,74,83,96
CWIP,0,4,1,1,0,1,0,7,0,0,2,3,16
Investments,14,14,14,14,19,20,11,19,9,13,12,30,39
Other Assets,59,93,178,162,152,133,187,248,187,225,258,345,324
Total Assets,105,141,232,218,232,209,258,341,281,317,346,461,475
