,2011-03-01,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,75.75,54.75,140.46,94.51,96.20,167.26,130.40,93.74,91.23,100.79,60.75
Inventory Days,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Payable,,,,,,,,,,,
Cash Conversion Cycle,75.75,54.75,140.46,94.51,96.20,167.26,130.40,93.74,91.23,100.79,60.75
Working Capital Days,13.95,25.36,90.74,46.01,54.78,148.91,92.54,38.57,37.31,51.32,19.04
ROCE %,,6.74,,6.76,9.76,12.97,12.21,16.02,12.13,15.41,11.25
