,2022-11-01,2023-03-01
Debtor Days,1009.12,44.81
Inventory Days,1362.07,52.74
Days Payable,186.95,1.94
Cash Conversion Cycle,2184.24,95.61
Working Capital Days,1776.69,84.46
ROCE %,,
