,2022-11-01,2023-03-01,2023-09-01
Equity Capital,0.05,3.24,3.24
Reserves,0.04,6.41,6.92
Borrowings,0.67,3.28,2.44
Other Liabilities,5.12,0.46,0.46
Total Liabilities,5.88,13.39,13.06
Fixed Assets,0.85,5.59,5.54
CWIP,0.0,0.0,0.44
Investments,0.0,0.0,0.0
Other Assets,5.03,7.8,7.08
Total Assets,5.88,13.39,13.06
