,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10.0,7,6,3
Inventory Days,34.0,30,63,70
Days Payable,44.0,30,32,28
Cash Conversion Cycle,0.0,6,37,45
Working Capital Days,3.0,10,28,34
ROCE %,,29,95,80
