,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,13,16
Reserves,0,0,6,3,44
Borrowings,1,2,3,1,0
Other Liabilities,4,4,10,13,15
Total Liabilities,5,7,19,30,75
Fixed Assets,0,0,1,2,2
CWIP,0,0,0,0,0
Investments,0,0,0,0,15
Other Assets,4,6,18,27,57
Total Assets,5,7,19,30,75
