,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,397.7,432.92,490.75,6.06,16.91,12.25,4.94,107.71,89.22,58.64,16.63,14.33,19.05
Expenses,383.99,416.36,466.67,7.28,15.63,12.51,7.06,106.47,90.58,61.89,18.2,16.6,21.76
Operating Profit,13.71,16.56,24.08,-1.22,1.28,-0.26,-2.12,1.24,-1.36,-3.25,-1.57,-2.27,-2.71
OPM %,3.45,3.83,4.91,-20.13,7.57,-2.12,-42.91,1.15,-1.52,-5.54,-9.44,-15.84,-14.23
Other Income,4.05,6.71,3.93,2.25,2.5,0.62,3.96,1.35,3.16,6.45,4.04,4.26,4.83
Interest,8.93,9.16,9.77,0.11,1.24,0.09,0.04,1.69,1.27,1.34,1.29,1.32,1.26
Depreciation,3.05,3.33,3.05,0.39,0.6,0.34,1.62,0.55,0.56,0.59,0.75,0.76,0.77
Profit before tax,5.78,10.78,15.19,0.53,1.94,-0.07,0.18,0.35,-0.03,1.27,0.43,-0.09,0.09
Tax %,17.99,38.78,18.3,105.66,4.64,-14.29,-1716.67,31.43,-633.33,15.75,2.33,-122.22,88.89
Net Profit,4.75,6.6,12.4,-0.03,1.84,-0.07,3.26,0.24,-0.22,1.07,0.42,-0.21,0.0
EPS in Rs,0.5,0.7,1.32,-0.0,0.2,-0.01,0.35,0.03,-0.02,0.11,0.04,-0.02,0.0
