,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.99,62.99,62.99,58.07,36.03,27.2
Public,37.01,37.01,37.01,41.93,63.98,72.8
No. of Shareholders,82.0,101.0,705.0,22774.0,46889.0,44164.0
