,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.12,0.12,0.12,0.04
Reserves,5.27,5.27,6.8100000000000005,0.09
Borrowings,4.12,4.06,3.93,0.04
Other Liabilities,9.12,4.52,1.4,0.04
Total Liabilities,18.63,13.97,12.26,0.21
Fixed Assets,4.32,4.07,3.92,0.04
CWIP,0.0,0.0,0.0,0.0
Investments,0.01,0.01,0.01,0.0
Other Assets,14.3,9.89,8.33,0.17
Total Assets,18.63,13.97,12.26,0.21
