,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.5,0.56,0.42
Cash from Investing Activity,0.38,0.03,-0.09
Cash from Financing Activity,-0.19,-0.45,-0.56
Net Cash Flow,-1.31,0.14,-0.24
