,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.47,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87
Reserves,2.4,2.63,0.62,0.79,0.96,1.5,1.95,2.56,2.93,3.7,4.72,6.08,6.88
Borrowings,5.19,6.35,7.89,8.37,8.42,11.25,15.97,15.08,13.51,13.46,11.97,18.88,21.98
Other Liabilities,5.76,6.5,7.49,8.49,8.01,8.19,9.53,10.96,13.88,21.31,24.47,23.72,21.85
Total Liabilities,20.82,23.35,23.87,25.52,25.26,28.81,35.32,36.47,38.19,46.34,49.03,56.55,58.58
Fixed Assets,7.01,7.1,8.13,7.6,6.91,6.76,6.29,6.3,10.53,10.36,9.69,9.98,9.41
CWIP,1.28,1.37,0.02,0.04,0.02,0.03,2.39,4.49,0.0,0.1,0.6900000000000001,0.88,0.88
Investments,0.04,0.04,0.04,0.04,0.04,0.16,0.02,0.01,0.01,0.01,0.01,0.01,0.02
Other Assets,12.49,14.84,15.68,17.84,18.29,21.86,26.62,25.67,27.65,35.87,38.64,45.68,48.27
Total Assets,20.82,23.35,23.87,25.52,25.26,28.81,35.32,36.47,38.19,46.34,49.03,56.55,58.58
