,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,35,35,35,35,35,35,36,37,45,45,48,48,45.0
Reserves,11208,10689,9287,11701,12914,14848,26526,27187,30526,33973,35441,31011,28665.0
Preference Capital,0,0,0,0,0,0,0,0,71,0,0,0,
Borrowings,2047,7688,9552,7306,16279,30451,44161,56037,42168,39557,55539,49583,49810.0
Other Liabilities,1408,1832,2622,1891,1722,2875,2048,2333,2161,3321,8652,3110,3125.0
Total Liabilities,14697,20244,21495,20933,30949,48209,72771,85594,74900,76896,99681,83752,81645.0
Fixed Assets,1828,5709,6191,7065,7525,9973,10726,11197,6415,7860,9133,3263,3037.0
CWIP,261,372,491,277,355,880,647,494,517,636,1188,6,0.0
Investments,6964,7877,9446,7768,16317,25181,28842,25747,19443,22029,24857,22332,18033.0
Other Assets,5644,6285,5367,5823,6752,12176,32556,48156,48525,46371,64503,58151,60574.0
Total Assets,14697,20244,21495,20933,30949,48209,72771,85594,74900,76896,99681,83752,81645.0
