,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,51.43,51.38,49.7,46.06,46.06,43.49,43.48,46.2
FIIs,27.58,27.11,26.86,29.45,29.07,35.03,28.67,19.69
DIIs,3.57,3.84,6.27,9.66,10.54,8.44,9.59,12.06
Public,16.32,16.79,16.36,14.07,13.6,12.65,17.75,21.56
Others,1.11,0.88,0.81,0.76,0.73,0.39,0.49,0.5
No. of Shareholders,93133.0,103897.0,115466.0,134091.0,131713.0,168251.0,268946.0,295109.0
