,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,13,14,14,14,14,14,14,14,14,14,14
Reserves,35,21,10,9,-24,-25,-57,-83,-132,-93,-15,-2,-2
Borrowings,112,113,160,174,185,188,189,187,185,53,7,1,1
Other Liabilities,39,36,50,64,47,59,44,52,46,121,1,1,0
Total Liabilities,199,183,233,260,222,235,189,170,113,95,6,14,14
Fixed Assets,51,53,51,78,73,68,63,59,55,50,0,0,0
CWIP,4,1,21,0,0,0,0,0,0,1,0,0,0
Investments,7,7,7,5,5,0,0,0,0,0,0,0,0
Other Assets,138,122,154,178,144,167,126,111,58,44,6,14,14
Total Assets,199,183,233,260,222,235,189,170,113,95,6,14,14
