,2011-03-01,2012-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,-336,1334,213,1799,440,2044,159,-998
Cash from Investing Activity,,,-9,-405,-11,-7,-72,-43,-89,49
Cash from Financing Activity,,,168,-563,-28,-1706,908,-1154,-1317,60
Net Cash Flow,,,-177,366,173,86,1276,847,-1246,-888
