,2015-12-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.69,74.69,74.69,74.69,74.69,74.69,74.69,74.68,74.68
FIIs,0.0,0.0,0.09,0.08,0.08,0.08,0.0,0.04,0.04
DIIs,8.08,3.73,2.08,2.08,1.98,1.71,1.68,0.51,0.33
Government,0.0,0.0,1.65,1.66,1.66,1.66,1.66,1.66,1.66
Public,17.23,21.58,21.49,21.5,21.6,21.87,21.98,23.1,23.27
No. of Shareholders,9372.0,9826.0,10203.0,10035.0,9920.0,10211.0,10723.0,11476.0,11930.0
