,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,5.96,5.96
Reserves,0.05,2.63,20.99,24.92
Borrowings,0.99,1.44,1.09,0.87
Other Liabilities,0.59,1.88,1.81,2.76
Total Liabilities,1.64,5.96,29.85,34.51
Fixed Assets,0.0,0.01,0.66,0.5700000000000001
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.02,2.02
Other Assets,1.64,5.95,29.17,31.92
Total Assets,1.64,5.96,29.85,34.51
