,2021-03-01,2022-03-01,2023-03-01
Debtor Days,58.29,114.45,51.8
Inventory Days,20.98,24.77,75.71
Days Payable,39.86,37.93,6.3
Cash Conversion Cycle,39.41,101.29,121.21
Working Capital Days,31.53,81.44,91.47
ROCE %,,133.33,26.59
