,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2915.0,3055.0,2731.0,2894.0,3164.0,3303.0,2916.0,3125.0,3392.0,3599.0,3200.0,3449.0,3602.0
Expenses,2242.0,2362.0,2182.0,2293.0,2504.0,2635.0,2453.0,2604.0,2850.0,2872.0,2559.0,2806.0,2898.0
Operating Profit,673.0,693.0,549.0,602.0,660.0,668.0,463.0,521.0,542.0,727.0,641.0,643.0,704.0
OPM %,23.0,23.0,20.0,21.0,21.0,20.0,16.0,17.0,16.0,20.0,20.0,19.0,20.0
Other Income,14.0,22.0,-47.0,19.0,21.0,36.0,3.0,26.0,17.0,36.0,36.0,-13.0,53.0
Interest,31.0,24.0,23.0,27.0,25.0,26.0,33.0,35.0,48.0,40.0,53.0,74.0,77.0
Depreciation,51.0,49.0,54.0,53.0,51.0,54.0,50.0,57.0,53.0,57.0,69.0,76.0,61.0
Profit before tax,604.0,642.0,424.0,541.0,606.0,625.0,384.0,454.0,458.0,665.0,556.0,480.0,619.0
Tax %,24.0,22.0,14.0,24.0,21.0,16.0,5.0,24.0,22.0,18.0,19.0,34.0,30.0
Net Profit,458.0,502.0,366.0,414.0,479.0,528.0,363.0,345.0,359.0,546.0,452.0,319.0,433.0
EPS in Rs,4.48,4.91,3.58,4.05,4.68,5.16,3.55,3.37,3.51,5.34,4.42,3.12,4.23
