,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,-6,0,2,-3,13
Cash from Investing Activity,0,1,-1,0,-12,-14
Cash from Financing Activity,0,5,1,0,16,0
Net Cash Flow,0,0,0,1,2,-1
