,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,12,12,12,23,23,23
Reserves,7,12,14,15,35,44,47
Borrowings,10,5,1,0,47,51,48
Other Liabilities,3,2,2,4,10,14,17
Total Liabilities,31,31,28,32,115,133,135
Fixed Assets,5,3,3,3,13,27,15
CWIP,0,0,0,0,0,0,31
Investments,3,0,0,0,21,21,0
Other Assets,24,28,25,29,82,85,89
Total Assets,31,31,28,32,115,133,135
