,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.76,64.76,64.76,62.77,62.8,62.81
Public,35.24,35.24,35.24,37.23,37.2,37.2
No. of Shareholders,95.0,75.0,148.0,8409.0,9533.0,9893.0
