,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,74.98,74.98,74.98,74.98,74.98,74.98,74.98,74.97,74.97,74.99,74.99,74.99
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
DIIs,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01
Public,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.0,25.0,25.0
No. of Shareholders,3604.0,3624.0,3668.0,3734.0,3792.0,3672.0,3622.0,3651.0,3649.0,3668.0,3654.0,3585.0
