,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,41.44,41.44,44.94,49.9,54.84,54.84,54.84,54.84
FIIs,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIIs,1.68,1.5,1.5,1.44,0.93,0.93,0.93,0.93
Public,47.04,57.06,53.55,48.67,44.22,44.22,44.22,44.23
No. of Shareholders,5565.0,5128.0,4988.0,4925.0,5503.0,8689.0,8392.0,8450.0
