,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.25,0.13,0.19,0.23,0.18,0.1,0.19,0.39,0.3,0.27,0.36,0.41,0.44
Expenses,1.57,3.18,6.31,1.75,2.63,2.54,6.31,2.29,2.23,2.16,13.08,2.02,1.87
Operating Profit,-1.32,-3.05,-6.12,-1.52,-2.45,-2.44,-6.12,-1.9,-1.93,-1.89,-12.72,-1.61,-1.43
OPM %,-528.0,-2346.15,-3221.05,-660.87,-1361.11,-2440.0,-3221.05,-487.18,-643.33,-700.0,-3533.33,-392.68,-325.0
Other Income,0.27,0.43,0.35,0.22,0.73,0.29,0.35,0.5,0.24,0.29,0.34,0.23,0.3
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.69,0.69,0.65,0.63,0.63,1.89,0.65,0.6,0.6,0.6,0.94,0.66,0.66
Profit before tax,-1.74,-3.31,-6.42,-1.93,-2.35,-4.04,-6.42,-2.0,-2.29,-2.2,-13.32,-2.04,-1.79
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-1.75,-3.31,-6.42,-1.93,-2.35,-4.04,-6.42,-2.0,-2.29,-2.19,-13.33,-2.04,-1.79
EPS in Rs,-0.04,-0.07,-0.14,-0.04,-0.05,-0.09,-0.14,-0.04,-0.05,-0.05,-0.28,-0.04,-0.04
