,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,13.57,12.12,15.88,17.52
Expenses,12.93,11.35,14.96,15.46
Operating Profit,0.64,0.77,0.92,2.06
OPM %,4.72,6.35,5.79,11.76
Other Income,0.01,0.01,0.03,0.04
Interest,0.44,0.5,0.51,0.57
Depreciation,0.07,0.21,0.2,0.23
Profit before tax,0.14,0.07,0.24,1.3
Tax %,85.71,85.71,20.83,20.77
Net Profit,0.01,0.02,0.2,1.03
EPS in Rs,0.2,0.4,4.0,10.3
