,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,93.87,70.77,68.27,69.58
Inventory Days,75.14,89.59,75.75,149.14
Days Payable,157.4,141.94,74.89,124.75
Cash Conversion Cycle,11.61,18.42,69.13,93.97
Working Capital Days,26.9,24.69,69.18,90.62
ROCE %,,11.06,12.73,22.9
