,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.39,0.94,-1.25,0.54
Cash from Investing Activity,-1.04,-0.13,-0.02,-1.56
Cash from Financing Activity,1.51,-0.99,1.25,1.01
Net Cash Flow,0.08,-0.18,-0.01,0.0
