,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.5,0.5,0.5,1.0,2.72
Reserves,-0.02,0.0,0.2,0.73,5.78
Borrowings,4.91,4.42,6.16,7.74,6.23
Other Liabilities,5.08,4.06,2.89,5.02,5.11
Total Liabilities,10.47,8.98,9.75,14.49,19.84
Fixed Assets,4.15,3.98,3.79,4.8100000000000005,4.66
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.14,0.14,0.15,0.32,0.32
Other Assets,6.18,4.86,5.8100000000000005,9.36,14.86
Total Assets,10.47,8.98,9.75,14.49,19.84
