,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,40.12,59.15,40.18,15.09,40.11,42.75,28.93,27.57,32.91,29.96,38.7,24.84,17.06
Expenses,20.03,38.13,24.58,9.97,18.33,25.62,13.32,16.28,23.33,17.76,20.6,17.03,9.62
Operating Profit,20.09,21.02,15.6,5.12,21.78,17.13,15.61,11.29,9.58,12.2,18.1,7.81,7.44
OPM %,50.07,35.54,38.83,33.93,54.3,40.07,53.96,40.95,29.11,40.72,46.77,31.44,43.61
Other Income,1.05,2.31,4.32,1.37,0.8,3.1,5.02,2.51,2.96,2.75,3.29,2.68,1.6
Interest,0.24,0.03,0.5,0.12,0.12,0.1,0.67,0.12,0.36,0.67,0.52,0.07,0.13
Depreciation,0.16,0.16,0.13,0.15,0.16,0.21,0.15,0.17,0.17,0.17,0.17,0.17,0.17
Profit before tax,20.74,23.14,19.29,6.22,22.3,19.92,19.81,13.51,12.01,14.11,20.7,10.25,8.74
Tax %,23.87,25.54,27.42,25.08,24.98,25.3,26.65,25.31,25.98,25.73,27.97,25.56,26.43
Net Profit,15.78,17.23,13.99,4.66,16.73,14.88,14.52,10.09,8.89,10.49,14.9,7.63,6.42
EPS in Rs,16.1,17.58,14.28,4.76,17.07,15.18,14.77,10.26,9.04,10.67,15.15,7.76,6.53
