,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,516.0,520.0,537.0,436.0,573.0,563.0,567.0,553.0,620.0,619.0,619.0,619.0,668.0
Expenses,384.0,385.0,396.0,384.0,448.0,449.0,435.0,441.0,484.0,493.0,485.0,476.0,531.0
Operating Profit,132.0,135.0,141.0,52.0,125.0,114.0,132.0,112.0,136.0,126.0,134.0,144.0,137.0
OPM %,26.0,26.0,26.0,12.0,22.0,20.0,23.0,20.0,22.0,20.0,22.0,23.0,20.0
Other Income,4.0,4.0,21.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,12.0,5.0,9.0
Interest,0.0,2.0,0.0,3.0,0.0,2.0,5.0,2.0,0.0,3.0,1.0,3.0,0.0
Depreciation,13.0,14.0,15.0,15.0,16.0,16.0,18.0,19.0,18.0,19.0,22.0,22.0,20.0
Profit before tax,122.0,123.0,146.0,38.0,112.0,97.0,110.0,92.0,120.0,106.0,123.0,124.0,125.0
Tax %,22.0,34.0,28.0,27.0,27.0,27.0,37.0,27.0,28.0,30.0,16.0,26.0,26.0
Net Profit,95.0,82.0,106.0,28.0,82.0,70.0,69.0,68.0,87.0,74.0,103.0,92.0,93.0
EPS in Rs,29.24,25.13,32.43,8.45,25.14,21.64,21.27,20.74,26.63,22.85,31.52,28.16,28.45
