,2012-06-01,2013-06-01,2014-06-01,2015-06-01,2016-06-01,2017-06-01,2018-06-01,2019-06-01,2020-06-01,2021-06-01,2022-06-01,2023-06-01
Equity Capital,33,33,33,33,33,33,33,33,33,33,33,33
Reserves,587,617,611,710,904,468,662,746,879,756,829,956
Borrowings,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities,424,390,411,468,488,498,515,432,441,606,758,927
Total Liabilities,1043,1039,1054,1210,1424,998,1209,1210,1352,1395,1619,1916
Fixed Assets,151,170,173,156,178,214,264,300,296,310,363,389
CWIP,38,30,61,63,88,63,40,25,21,72,65,32
Investments,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,854,839,821,991,1158,721,904,886,1034,1013,1191,1494
Total Assets,1043,1039,1054,1210,1424,998,1209,1210,1352,1395,1619,1916
