,2012-06-01,2013-06-01,2014-06-01,2015-06-01,2016-06-01,2017-06-01,2018-06-01,2019-06-01,2020-06-01,2021-06-01,2022-06-01,2023-06-01
Cash from Operating Activity,141,29,96,172,279,248,237,134,225,443,462,463
Cash from Investing Activity,-42,78,-36,-103,155,14,-77,-65,-29,-79,-112,-67
Cash from Financing Activity,-57,-57,-57,-58,-79,-684,-39,-165,-105,-430,-225,-231
Net Cash Flow,42,51,3,12,356,-422,121,-95,91,-66,125,164
