,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,24.08,24.12,24.12,23.17,22.99,22.99
Public,75.92,75.88,75.88,76.83,77.01,77.01
No. of Shareholders,7934.0,8646.0,8646.0,11541.0,12349.0,12681.0
