,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-55.01,-2.18,-2.99,-0.01,-1.3,19.74
Cash from Investing Activity,-0.43,0.7000000000000001,0.66,0.66,0.4,0.56
Cash from Financing Activity,55.46,1.47,2.34,-0.64,0.88,-20.06
Net Cash Flow,0.02,-0.01,0.0,0.01,-0.02,0.25
