,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,37,47,47,47,47,47,47,46,46,46,46,46,46
Reserves,1404,1059,801,873,1116,962,1244,1090,1192,1242,1213,1270,1292
Borrowings,0,0,0,0,3,3,3,3,64,64,70,70,63
Other Liabilities,767,1200,1191,879,878,872,938,959,1024,1178,1261,1354,1455
Total Liabilities,2208,2305,2039,1799,2043,1884,2231,2097,2325,2529,2590,2739,2855
Fixed Assets,356,355,502,516,523,519,539,530,574,543,520,511,512
CWIP,15,106,31,12,9,23,27,17,16,16,42,73,68
Investments,1004,947,629,394,600,336,573,377,84,0,0,0,0
Other Assets,833,898,877,876,911,1006,1092,1173,1652,1969,2029,2156,2274
Total Assets,2208,2305,2039,1799,2043,1884,2231,2097,2325,2529,2590,2739,2855
