,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01
Reserves,3.17,4.53,4.96,5.19,5.22,5.32,6.8,5.98,1.46,1.43,1.4,1.28,1.2
Borrowings,47.44,47.58,38.17,38.03,47.88,40.37,0.04,0.26,0.3,0.3,1.93,0.26,0.35
Other Liabilities,6.29,3.05,3.23,3.29,3.22,3.29,3.35,4.5,4.57,4.57,3.0,3.05,3.06
Total Liabilities,59.91,58.17,49.37,49.52,59.33,51.99,13.2,13.75,9.34,9.31,9.34,7.6,7.62
Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.07,0.05,0.03,0.03
CWIP,0.1,0.1,0.1,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,47.02,41.43,41.04,41.04,40.77,39.43,5.26,5.22,0.74,0.73,0.77,0.74,0.77
Other Assets,12.79,16.64,8.23,8.48,18.56,12.48,7.94,8.53,8.5,8.51,8.52,6.83,6.82
Total Assets,59.91,58.17,49.37,49.52,59.33,51.99,13.2,13.75,9.34,9.31,9.34,7.6,7.62
