,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,465.02,593.49,556.45,653.96,627.22,614.36,819.99,657.64,585.6,566.17,620.72,435.33,475.76
Expenses,453.22,574.16,518.89,636.55,606.31,609.98,791.01,649.65,578.17,564.84,616.83,433.84,475.15
Operating Profit,11.8,19.33,37.56,17.41,20.91,4.38,28.98,7.99,7.43,1.33,3.89,1.49,0.61
OPM %,2.54,3.26,6.75,2.66,3.33,0.71,3.53,1.21,1.27,0.23,0.63,0.34,0.13
Other Income,0.97,3.02,2.08,2.27,5.46,2.05,1.4,1.25,5.78,1.04,0.3,1.26,1.03
Interest,-2.13,-0.79,1.3,0.59,1.18,0.38,2.17,2.46,1.92,-0.02,-0.13,0.0,0.63
Depreciation,0.5,0.52,0.63,0.56,0.59,0.58,0.6,0.61,0.62,0.63,0.63,0.56,0.63
Profit before tax,14.4,22.62,37.71,18.53,24.6,5.47,27.61,6.17,10.67,1.76,3.69,2.19,0.38
Tax %,24.24,23.92,25.93,21.96,24.59,26.33,26.19,22.04,25.02,20.45,24.39,25.11,36.84
Net Profit,10.92,17.22,27.93,14.46,18.55,4.03,20.37,4.81,8.0,1.4,2.8,1.65,0.25
EPS in Rs,34.1,53.77,87.21,45.15,57.92,12.58,63.6,15.02,24.98,4.37,8.74,5.15,0.78
