,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,14.0,14,15,21,14,9,7,6,6
Inventory Days,17.0,40,28,33,16,9,19,19,12
Days Payable,9.0,9,7,6,5,8,7,4,4
Cash Conversion Cycle,22.0,45,36,49,25,10,19,21,14
Working Capital Days,42.0,53,44,56,30,20,29,23,17
ROCE %,,9,10,10,12,15,28,19,6
