,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,73.31,73.31,73.31,73.31,73.31
Public,26.69,26.69,26.69,26.7,26.69
No. of Shareholders,150.0,87.0,87.0,101.0,112.0
