,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.85,36.56,59.9,61.5,55.67,50.02,50.02,50.02
FIIs,0.0,0.35,3.05,3.0,3.01,8.75,9.03,8.01
DIIs,0.28,0.06,0.04,0.06,0.04,0.04,0.11,0.14
Public,48.87,63.03,37.01,35.44,41.28,41.2,40.85,41.84
No. of Shareholders,9169.0,11534.0,12754.0,17301.0,42204.0,118717.0,160796.0,342955.0
